participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,consent.1.player.id_in_group,consent.1.player.role,consent.1.player.payoff,consent.1.player.consent_agree,instructions.1.player.id_in_group,instructions.1.player.role,instructions.1.player.payoff,checks.1.player.id_in_group,checks.1.player.role,checks.1.player.payoff,checks.1.player.check_decision_authority,checks.1.player.check_model_understanding,checks.1.player.attempts_decision_authority,checks.1.player.attempts_model_understanding,checks.1.player.failed_checks,example_trials.1.player.id_in_group,example_trials.1.player.role,example_trials.1.player.payoff,example_trials.1.player.page_duration_stage1,example_trials.1.player.page_duration_stage2,example_trials.1.player.case_id,example_trials.1.player.y_true,example_trials.1.player.point_pred_cal,example_trials.1.player.point_pred_confidence,example_trials.1.player.cp_contains_good,example_trials.1.player.cp_contains_poor,example_trials.1.player.cp_contains_standard,example_trials.1.player.initial_decision,example_trials.1.player.initial_confidence,example_trials.1.player.final_decision,example_trials.1.player.final_confidence,example_trials.2.player.id_in_group,example_trials.2.player.role,example_trials.2.player.payoff,example_trials.2.player.page_duration_stage1,example_trials.2.player.page_duration_stage2,example_trials.2.player.case_id,example_trials.2.player.y_true,example_trials.2.player.point_pred_cal,example_trials.2.player.point_pred_confidence,example_trials.2.player.cp_contains_good,example_trials.2.player.cp_contains_poor,example_trials.2.player.cp_contains_standard,example_trials.2.player.initial_decision,example_trials.2.player.initial_confidence,example_trials.2.player.final_decision,example_trials.2.player.final_confidence,example_trials.3.player.id_in_group,example_trials.3.player.role,example_trials.3.player.payoff,example_trials.3.player.page_duration_stage1,example_trials.3.player.page_duration_stage2,example_trials.3.player.case_id,example_trials.3.player.y_true,example_trials.3.player.point_pred_cal,example_trials.3.player.point_pred_confidence,example_trials.3.player.cp_contains_good,example_trials.3.player.cp_contains_poor,example_trials.3.player.cp_contains_standard,example_trials.3.player.initial_decision,example_trials.3.player.initial_confidence,example_trials.3.player.final_decision,example_trials.3.player.final_confidence,main_trials.1.player.id_in_group,main_trials.1.player.role,main_trials.1.player.payoff,main_trials.1.player.page_duration_stage1,main_trials.1.player.page_duration_stage2,main_trials.1.player.case_id,main_trials.1.player.y_true,main_trials.1.player.final_correct,main_trials.1.player.point_pred_cal,main_trials.1.player.point_pred_confidence,main_trials.1.player.cp_contains_good,main_trials.1.player.cp_contains_poor,main_trials.1.player.cp_contains_standard,main_trials.1.player.initial_decision,main_trials.1.player.initial_confidence,main_trials.1.player.final_decision,main_trials.1.player.final_confidence,main_trials.2.player.id_in_group,main_trials.2.player.role,main_trials.2.player.payoff,main_trials.2.player.page_duration_stage1,main_trials.2.player.page_duration_stage2,main_trials.2.player.case_id,main_trials.2.player.y_true,main_trials.2.player.final_correct,main_trials.2.player.point_pred_cal,main_trials.2.player.point_pred_confidence,main_trials.2.player.cp_contains_good,main_trials.2.player.cp_contains_poor,main_trials.2.player.cp_contains_standard,main_trials.2.player.initial_decision,main_trials.2.player.initial_confidence,main_trials.2.player.final_decision,main_trials.2.player.final_confidence,main_trials.3.player.id_in_group,main_trials.3.player.role,main_trials.3.player.payoff,main_trials.3.player.page_duration_stage1,main_trials.3.player.page_duration_stage2,main_trials.3.player.case_id,main_trials.3.player.y_true,main_trials.3.player.final_correct,main_trials.3.player.point_pred_cal,main_trials.3.player.point_pred_confidence,main_trials.3.player.cp_contains_good,main_trials.3.player.cp_contains_poor,main_trials.3.player.cp_contains_standard,main_trials.3.player.initial_decision,main_trials.3.player.initial_confidence,main_trials.3.player.final_decision,main_trials.3.player.final_confidence,main_trials.4.player.id_in_group,main_trials.4.player.role,main_trials.4.player.payoff,main_trials.4.player.page_duration_stage1,main_trials.4.player.page_duration_stage2,main_trials.4.player.case_id,main_trials.4.player.y_true,main_trials.4.player.final_correct,main_trials.4.player.point_pred_cal,main_trials.4.player.point_pred_confidence,main_trials.4.player.cp_contains_good,main_trials.4.player.cp_contains_poor,main_trials.4.player.cp_contains_standard,main_trials.4.player.initial_decision,main_trials.4.player.initial_confidence,main_trials.4.player.final_decision,main_trials.4.player.final_confidence,main_trials.5.player.id_in_group,main_trials.5.player.role,main_trials.5.player.payoff,main_trials.5.player.page_duration_stage1,main_trials.5.player.page_duration_stage2,main_trials.5.player.case_id,main_trials.5.player.y_true,main_trials.5.player.final_correct,main_trials.5.player.point_pred_cal,main_trials.5.player.point_pred_confidence,main_trials.5.player.cp_contains_good,main_trials.5.player.cp_contains_poor,main_trials.5.player.cp_contains_standard,main_trials.5.player.initial_decision,main_trials.5.player.initial_confidence,main_trials.5.player.final_decision,main_trials.5.player.final_confidence,main_trials.6.player.id_in_group,main_trials.6.player.role,main_trials.6.player.payoff,main_trials.6.player.page_duration_stage1,main_trials.6.player.page_duration_stage2,main_trials.6.player.case_id,main_trials.6.player.y_true,main_trials.6.player.final_correct,main_trials.6.player.point_pred_cal,main_trials.6.player.point_pred_confidence,main_trials.6.player.cp_contains_good,main_trials.6.player.cp_contains_poor,main_trials.6.player.cp_contains_standard,main_trials.6.player.initial_decision,main_trials.6.player.initial_confidence,main_trials.6.player.final_decision,main_trials.6.player.final_confidence,main_trials.7.player.id_in_group,main_trials.7.player.role,main_trials.7.player.payoff,main_trials.7.player.page_duration_stage1,main_trials.7.player.page_duration_stage2,main_trials.7.player.case_id,main_trials.7.player.y_true,main_trials.7.player.final_correct,main_trials.7.player.point_pred_cal,main_trials.7.player.point_pred_confidence,main_trials.7.player.cp_contains_good,main_trials.7.player.cp_contains_poor,main_trials.7.player.cp_contains_standard,main_trials.7.player.initial_decision,main_trials.7.player.initial_confidence,main_trials.7.player.final_decision,main_trials.7.player.final_confidence,main_trials.8.player.id_in_group,main_trials.8.player.role,main_trials.8.player.payoff,main_trials.8.player.page_duration_stage1,main_trials.8.player.page_duration_stage2,main_trials.8.player.case_id,main_trials.8.player.y_true,main_trials.8.player.final_correct,main_trials.8.player.point_pred_cal,main_trials.8.player.point_pred_confidence,main_trials.8.player.cp_contains_good,main_trials.8.player.cp_contains_poor,main_trials.8.player.cp_contains_standard,main_trials.8.player.initial_decision,main_trials.8.player.initial_confidence,main_trials.8.player.final_decision,main_trials.8.player.final_confidence,main_trials.9.player.id_in_group,main_trials.9.player.role,main_trials.9.player.payoff,main_trials.9.player.page_duration_stage1,main_trials.9.player.page_duration_stage2,main_trials.9.player.case_id,main_trials.9.player.y_true,main_trials.9.player.final_correct,main_trials.9.player.point_pred_cal,main_trials.9.player.point_pred_confidence,main_trials.9.player.cp_contains_good,main_trials.9.player.cp_contains_poor,main_trials.9.player.cp_contains_standard,main_trials.9.player.initial_decision,main_trials.9.player.initial_confidence,main_trials.9.player.final_decision,main_trials.9.player.final_confidence,main_trials.10.player.id_in_group,main_trials.10.player.role,main_trials.10.player.payoff,main_trials.10.player.page_duration_stage1,main_trials.10.player.page_duration_stage2,main_trials.10.player.case_id,main_trials.10.player.y_true,main_trials.10.player.final_correct,main_trials.10.player.point_pred_cal,main_trials.10.player.point_pred_confidence,main_trials.10.player.cp_contains_good,main_trials.10.player.cp_contains_poor,main_trials.10.player.cp_contains_standard,main_trials.10.player.initial_decision,main_trials.10.player.initial_confidence,main_trials.10.player.final_decision,main_trials.10.player.final_confidence,main_trials.11.player.id_in_group,main_trials.11.player.role,main_trials.11.player.payoff,main_trials.11.player.page_duration_stage1,main_trials.11.player.page_duration_stage2,main_trials.11.player.case_id,main_trials.11.player.y_true,main_trials.11.player.final_correct,main_trials.11.player.point_pred_cal,main_trials.11.player.point_pred_confidence,main_trials.11.player.cp_contains_good,main_trials.11.player.cp_contains_poor,main_trials.11.player.cp_contains_standard,main_trials.11.player.initial_decision,main_trials.11.player.initial_confidence,main_trials.11.player.final_decision,main_trials.11.player.final_confidence,main_trials.12.player.id_in_group,main_trials.12.player.role,main_trials.12.player.payoff,main_trials.12.player.page_duration_stage1,main_trials.12.player.page_duration_stage2,main_trials.12.player.case_id,main_trials.12.player.y_true,main_trials.12.player.final_correct,main_trials.12.player.point_pred_cal,main_trials.12.player.point_pred_confidence,main_trials.12.player.cp_contains_good,main_trials.12.player.cp_contains_poor,main_trials.12.player.cp_contains_standard,main_trials.12.player.initial_decision,main_trials.12.player.initial_confidence,main_trials.12.player.final_decision,main_trials.12.player.final_confidence,main_trials.13.player.id_in_group,main_trials.13.player.role,main_trials.13.player.payoff,main_trials.13.player.page_duration_stage1,main_trials.13.player.page_duration_stage2,main_trials.13.player.case_id,main_trials.13.player.y_true,main_trials.13.player.final_correct,main_trials.13.player.point_pred_cal,main_trials.13.player.point_pred_confidence,main_trials.13.player.cp_contains_good,main_trials.13.player.cp_contains_poor,main_trials.13.player.cp_contains_standard,main_trials.13.player.initial_decision,main_trials.13.player.initial_confidence,main_trials.13.player.final_decision,main_trials.13.player.final_confidence,main_trials.14.player.id_in_group,main_trials.14.player.role,main_trials.14.player.payoff,main_trials.14.player.page_duration_stage1,main_trials.14.player.page_duration_stage2,main_trials.14.player.case_id,main_trials.14.player.y_true,main_trials.14.player.final_correct,main_trials.14.player.point_pred_cal,main_trials.14.player.point_pred_confidence,main_trials.14.player.cp_contains_good,main_trials.14.player.cp_contains_poor,main_trials.14.player.cp_contains_standard,main_trials.14.player.initial_decision,main_trials.14.player.initial_confidence,main_trials.14.player.final_decision,main_trials.14.player.final_confidence,main_trials.15.player.id_in_group,main_trials.15.player.role,main_trials.15.player.payoff,main_trials.15.player.page_duration_stage1,main_trials.15.player.page_duration_stage2,main_trials.15.player.case_id,main_trials.15.player.y_true,main_trials.15.player.final_correct,main_trials.15.player.point_pred_cal,main_trials.15.player.point_pred_confidence,main_trials.15.player.cp_contains_good,main_trials.15.player.cp_contains_poor,main_trials.15.player.cp_contains_standard,main_trials.15.player.initial_decision,main_trials.15.player.initial_confidence,main_trials.15.player.final_decision,main_trials.15.player.final_confidence,cognitive_load.1.player.id_in_group,cognitive_load.1.player.role,cognitive_load.1.player.payoff,cognitive_load.1.player.cognitive_load_mental,control_measures.1.player.id_in_group,control_measures.1.player.role,control_measures.1.player.payoff,control_measures.1.player.age,control_measures.1.player.gender,control_measures.1.player.education,control_measures.1.player.ai_literacy_sk9,control_measures.1.player.ai_literacy_sk10,control_measures.1.player.ai_literacy_ail2,control_measures.1.player.ai_literacy_ue2,control_measures.1.player.ai_attitude,control_measures.1.player.ai_trust,control_measures.1.player.risk_aversion,control_measures.1.player.domain_experience,control_measures.1.player.comment,closing.1.player.id_in_group,closing.1.player.role,closing.1.player.payoff,closing.1.player.contact_email,closing.1.player.num_correct_final
5,fcs8oh7r,,0,0,62,,,,0,,,0.0,z9c27lnr,,,,,1,main_experiment,0.0,1.0,5,,0.0,,5,,0.0,5,,0.0,,,0,0,0,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,5,,0.0,,,,,,,,,,,,,5,,0.0,,
6,f6seq1mo,,0,0,62,,,,0,,,0.0,z9c27lnr,,,,,1,main_experiment,0.0,1.0,6,,0.0,,6,,0.0,6,,0.0,,,0,0,0,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,6,,0.0,,,,,,,,,,,,,6,,0.0,,
1,lrnl1xnq,,0,3,62,instructions,AIInstructions,2026-01-30 10:54:08.530809,1,,,0.0,v5cv3jkm,,,,,1,main_experiment,0.0,1.0,1,,0.0,1,1,,0.0,1,,0.0,,,0,0,0,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,1,,0.0,,,,,,,,,,,,,1,,0.0,,
2,re3k66d7,,0,3,62,instructions,AIInstructions,2026-01-30 10:54:12.895282,1,,,0.0,v5cv3jkm,,,,,1,main_experiment,0.0,1.0,2,,0.0,1,2,,0.0,2,,0.0,,,0,0,0,2,,0.0,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,2,,0.0,,,,,,,,,,,,,2,,0.0,,
3,b2cnhih6,,0,62,62,closing,Closing,2026-01-30 10:54:20.580885,1,,,0.0,v5cv3jkm,,,,,1,main_experiment,0.0,1.0,3,,0.0,1,3,,0.0,3,,0.0,3,2,0,0,0,3,,0.0,92.387,29.071,5629,standard,standard,0.86002916,0,0,1,2,4,2,4,3,,0.0,78.11,19.223,119,standard,standard,0.9322873,0,0,1,2,4,2,4,3,,0.0,46.486,72.524,7907,standard,poor,0.78147775,0,1,1,2,4,2,4,3,,0.0,18.195,25.936,8985,poor,0,standard,0.86166245,0,0,1,2,4,2,5,3,,0.0,64.428,32.068,7907,standard,1,poor,0.78147775,0,1,1,2,4,2,4,3,,0.0,23.487,33.515,8425,standard,0,standard,0.5847118,1,1,1,3,4,3,4,3,,0.0,26.769,8.491,119,standard,1,standard,0.9322873,0,0,1,2,4,2,4,3,,0.0,19.273,8.962,12108,poor,1,poor,0.83154356,0,1,0,1,4,1,5,3,,0.0,17.417,8.957,5629,standard,1,standard,0.86002916,0,0,1,2,4,2,5,3,,0.0,154.218,19.174,7776,poor,0,standard,0.4347168,1,1,1,1,4,3,4,3,,0.0,26.846,29.671,11346,standard,0,poor,0.83154356,0,1,1,2,4,1,4,3,,0.0,20.518,10.471,15335,standard,1,standard,0.7902001,1,0,1,2,4,2,4,3,,0.0,14.609,21.825,5082,poor,1,poor,0.58773553,0,1,1,1,4,1,5,3,,0.0,24.971,17.937,15170,standard,1,standard,0.717377,1,1,1,1,4,2,4,3,,0.0,16.799,8.885,5674,poor,1,poor,0.7523917,0,1,1,1,4,1,5,3,,0.0,23.242,24.84,8872,standard,0,standard,0.5242442,1,0,1,3,4,3,4,3,,0.0,10.428,6.833,10791,poor,1,poor,0.8320311,0,1,0,1,4,1,4,3,,0.0,31.011,8.587,9110,poor,0,standard,0.8233657,1,0,1,2,4,2,5,3,,0.0,4,3,,0.0,60,Female,Secondary school,3,5,2,3,6,5,2,Professional experience,,3,,0.0,,9
4,27syxatn,,0,0,62,,,,0,,,0.0,v5cv3jkm,,,,,1,main_experiment,0.0,1.0,4,,0.0,,4,,0.0,4,,0.0,,,0,0,0,4,,0.0,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,4,,0.0,,,,,,,,,,,,,4,,0.0,,
5,3tug4k2z,,0,0,62,,,,0,,,0.0,v5cv3jkm,,,,,1,main_experiment,0.0,1.0,5,,0.0,,5,,0.0,5,,0.0,,,0,0,0,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,5,,0.0,,,,,,,,,,,,,5,,0.0,,
6,kpsnwbcs,,0,0,62,,,,0,,,0.0,v5cv3jkm,,,,,1,main_experiment,0.0,1.0,6,,0.0,,6,,0.0,6,,0.0,,,0,0,0,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,6,,0.0,,,,,,,,,,,,,6,,0.0,,
1,tm6i1ybh,,0,0,62,,,,0,,,0.0,s2npxl0l,,,,,1,main_experiment,0.0,1.0,1,,0.0,,1,,0.0,1,,0.0,,,0,0,0,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,1,,0.0,,,,,,,,,,,,,1,,0.0,,
2,cypky1cd,,0,0,62,,,,0,,,0.0,s2npxl0l,,,,,1,main_experiment,0.0,1.0,2,,0.0,,2,,0.0,2,,0.0,,,0,0,0,2,,0.0,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,,,,,,,,,,,,,,2,,0.0,,2,,0.0,,,,,,,,,,,,,2,,0.0,,
3,4sxkafli,,0,0,62,,,,0,,,0.0,s2npxl0l,,,,,1,main_experiment,0.0,1.0,3,,0.0,,3,,0.0,3,,0.0,,,0,0,0,3,,0.0,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,,,,,,,,,,,,,,3,,0.0,,3,,0.0,,,,,,,,,,,,,3,,0.0,,
4,91zcxbjr,,0,0,62,,,,0,,,0.0,s2npxl0l,,,,,1,main_experiment,0.0,1.0,4,,0.0,,4,,0.0,4,,0.0,,,0,0,0,4,,0.0,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,,,,,,,,,,,,,,4,,0.0,,4,,0.0,,,,,,,,,,,,,4,,0.0,,
5,cz5jro8t,,0,0,62,,,,0,,,0.0,s2npxl0l,,,,,1,main_experiment,0.0,1.0,5,,0.0,,5,,0.0,5,,0.0,,,0,0,0,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,,,,,,,,,,,,,,5,,0.0,,5,,0.0,,,,,,,,,,,,,5,,0.0,,
6,js9g1zgs,,0,0,62,,,,0,,,0.0,s2npxl0l,,,,,1,main_experiment,0.0,1.0,6,,0.0,,6,,0.0,6,,0.0,,,0,0,0,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,,,,,,,,,,,,,,6,,0.0,,6,,0.0,,,,,,,,,,,,,6,,0.0,,
1,doco7aor,,0,3,62,instructions,AIInstructions,2026-02-01 09:54:29.234308,1,,,0.0,3gax22wu,,,,,1,main_experiment,0.0,1.0,1,,0.0,1,1,,0.0,1,,0.0,,,0,0,0,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,,,,,,,,,,,,,,1,,0.0,,1,,0.0,,,,,,,,,,,,,1,,0.0,,
